Date,Startup_Name,Industry,SubVertical,City,Investors,InvestmentType,Amount_USD,sector,bif_indus
2015-08-06,Ketto,"Crowd funding platform",nan,Mumbai,"Chennai Angels, Calcutta Angels, ah! Ventures, Intellecap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, LetsVenture","Seed Funding",700000,Technology,"Crowd funding platform"
2015-08-06,Ezetap,"Mobile based PoS solution","mPOS solutions provider",Bangalore,"Horizons Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings","Series C",25000000,Technology,"Mobile based PoS solution"
2015-08-07,CarlsJr,"Fast food Chain Franchisee",nan,Gurugram,"YouWeCan Ventures","Seed Funding",630000,"Food and Beverages","Fast food Chain Franchisee"
2015-08-07,EasyRewardz,"Loyalty Programs & Reward Points",nan,Mumbai,"Wealth First, Ashneer Grover, Atul Phadnis","Series A",500000,Other,"Loyalty Programs & Reward Points"
2015-08-10,MyTaxiIndia,"Taxi Rental platform","Online Car rental booking platform",Gurugram,"Nihon Kotsu","Series A",500000,"Transportation and Logistics","Taxi Rental platform"
2015-08-10,eSadar,ecommerce,nan,Delhi,"Neha Vats, Gaurav Vats","Seed Funding",80000,E-Commerce,ecommerce
2015-08-10,MyPoolin,"mobile social network",nan,Delhi,"QPrize from Qualcomm Ventures","QPrize Contest Winners",250000,Technology,"mobile social network"
2015-08-10,NearBuy(previouslygrouponIndia),"Hyper Local Ecommerce",nan,Delhi,"Sequoia Capital","Series A",16000000,E-Commerce,"Hyper Local Ecommerce"
2015-08-10,Inkmonk,"Online printing marketplace","Online printing marketplace",Chennai,"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others from LetsVenture","Seed Funding",250000,E-Commerce,"Online printing marketplace"
2015-08-10,ToneTag,"mobile payment software platform","Mobile Payments Technology Platform",Bangalore,"Reliance Capital Venture","Series A",1000000,Finance,"mobile payment software platform"
2015-08-10,GreyOrange,"Automated Storage & Warehousing Solution",nan,Gurugram,"Tiger Global Management","Series B",30000000,Automotive,"Automated Storage & Warehousing Solution"
2015-08-11,Livspace,"Home Design & D  solutions","Online portal for Home Design",Bangalore,"Helion Ventures, Jungle Ventures & Bessemer Venture Partners","Series A",8000000,Other,"Home Design & D  solutions"
2015-08-11,WOW!MOMO,"Quick Service Restaurant Chain",nan,Kolkata,"Indian Angel Network","Seed Funding",1600000,"Food and Beverages","Quick Service Restaurant Chain"
2015-08-11,RainCan,"Subscription based Online Grocery platform","Subscription based grocery delivery Mobile App",Pune,"Ajeet Khurana & Others","Seed Funding",100000,"Food and Beverages","Subscription based Online Grocery platform"
2015-08-11,AllygrowTechnologies,"engineering services company",nan,Mumbai,"Zodius Technology Fund","Series A",20000000,Services,"engineering services company"
2015-08-11,Infogain,"Business and IT consulting",nan,"Delhi / USA",ChrysCapital,"Private Funding",63000000,Technology,"Business and IT consulting"
2015-08-12,OneAssist,"Credit Card Fraud protection solutions","Credit card fraud protection",Mumbai,"Sequoia Capital, Lightspeed Ventures","Series B",7500000,Finance,"Credit Card Fraud protection solutions"
2015-08-12,BigBasket,"Online & mobile Grocery store","Online Grocery & Food Store",Bangalore,"Bessemer Venture Partners","Series C",50000000,"Food and Beverages","Online & mobile Grocery store"
2015-08-12,Sheroes,"Career Community for Women","Online Job and Career Platform for Women",Noida,"Quintillion Media, 500 Startups","Seed Funding",770000,Other,"Career Community for Women"
2015-08-12,Scripbox,"Mutual Fund Investing platform","Online Mutual Fund Investment platform",Bangalore,"Accel Partners, Deep Kalra, Rajesh Magow, Mohit Gupta, Shamik Sharma","Series A",2500000,Technology,"Mutual Fund Investing platform"
2015-08-13,etaout,"Ecommerce Marketing Software Platform",nan,Noida,"Amit Ranjan, Vijay Shekhar Sharma, Kunal Bahl, Girish Mathrubootham & Group of other Angel investors","Seed Funding",500000,"Advertisement and Marketing","Ecommerce Marketing Software Platform"
2015-08-13,IFMRHoldings,"Financial Inclusion platform",nan,Chennai,"Accion, LeapFrog Investments, Lok Capital","Series B",25000000,Finance,"Financial Inclusion platform"
2015-08-13,Agrostar,"Mobile Commerce for Farmers","Direct to Farmer Mobile Based Retail platform",Pune,"IDG Ventures","Series A",4000000,E-Commerce,"Mobile Commerce for Farmers"
2015-08-14,VoxWeb,"Picture based Social App","Mobile based social networking platform",Mumbai,"Jitendra Gupta & others","Seed Funding",100000,Technology,"Picture based Social App"
2015-08-14,Trukky,"Logistics service platform","Online Truck Aggregator & Booking platform",Ahemdabad,"Gujarat based angel investors, MMY co-Founder","Seed Funding",245000,"Transportation and Logistics","Logistics service platform"
2015-08-17,Edu4Share,"Exam Preparation Platform",nan,Delhi,"Nalin Jain & other angel investors","Seed Funding",220000,Education,"Exam Preparation Platform"
2015-08-17,Sampurnearth,"Waste Management Solutions",nan,Mumbai,"Intellecap Impact Investment Network, family office fund","Seed Funding",160000,Sustainability,"Waste Management Solutions"
2015-08-17,ShadowFax,"on demand delivery service",nan,Gurugram,"Kunal Bahl, Rohit Bansal, Zishaan Hayath, Prashant Malik","Seed Funding",310000,E-Commerce,"on demand delivery service"
2015-08-18,Roposo,"Fashion Discovery platform","Video Sharing",Gurugram,"Tiger Global","Series B",15000000,Fashion,"Fashion Discovery platform"
2015-08-18,IntelligenceNODE,"Data Analytics Platform","SAAS Based Retail Analytics Solutions",Mumbai,"New Enterprise Associates, Orios Venture Partners","Series A",4200000,Technology,"Data Analytics Platform"
2015-08-18,HyperVerge,"Deep Learning Cloud Algorithms",nan,Chennai,"NEA, Milliways Ventures, Naya Ventures","Seed Funding",1000000,Education,"Deep Learning Cloud Algorithms"
2015-08-18,Zoojoobe,"Corporate Wellness App",nan,Bangalore,"RoundGlass Partners","Series A",1000000,Technology,"Corporate Wellness App"
2015-08-19,TimeSaverz,"Hyperlocal Maintenance, Repair & Cleaning services","Hyperlocal home services provider",Mumbai,"Unilazer Ventures","Private Funding",2400000,Services,"Hyperlocal Maintenance, Repair & Cleaning services"
2015-08-19,MebelKart,"Online Furniture Marketplace",nan,Bangalore,AskMe,"Private Funding",20000000,E-Commerce,"Online Furniture Marketplace"
2015-08-20,LabsAdvisor,"Online Diagnostic Tests Marketplace",nan,Delhi,"Group of Angel Investors","Seed Funding",156000,E-Commerce,"Online Diagnostic Tests Marketplace"
2015-08-20,Flatpebble,"Online marketplace for Photographers",nan,Hyderabad,"Indian Angel Network","Seed Funding",600000,E-Commerce,"Online marketplace for Photographers"
2015-08-20,Bluegape,"Visual Blogging platform",nan,Delhi,"ah! Ventures, Times Internet, Rudy Gopalakrishnan","Seed Funding",600000,Technology,"Visual Blogging platform"
2015-08-21,ePoise,"Job Search Platform",nan,Bangalore,"Orios Venture Partners, Amit Ranjan & others","Seed Funding",500000,Technology,"Job Search Platform"
2015-08-24,JollyFoodFellow,"Food Customer analytics platform","Food Related Marketing & Branding platform",Ahemdabad,"The 1947","Seed Funding",300000,"Food and Beverages","Food Customer analytics platform"
2015-08-24,BookMeIn,"Professional Service Appointment booking service",nan,Mumbai,"Ajmera Group of Companies","Seed Funding",400000,Technology,"Professional Service Appointment booking service"
2015-08-25,QykApp,"On Demand App based Professional service provider",nan,Bangalore,"GrowX ventures, Tracxn Labs, Powai Lake Ventures, and Sahil Barua","Series A",1000000,Technology,"On Demand App based Professional service provider"
2015-08-25,EazyDiner,"Restaurant Reservation Platform","Online Restaurant Table Reservation Platform",Gurugram,"DSG Consumer Partners, Saama Capital","Series A",3000000,"Food and Beverages","Restaurant Reservation Platform"
2015-08-25,RevX,"Cross channel CRM platform",nan,Mumbai,"Norwest Venture Partners, Nexus Venture Partners, Helion Venture Partners, Draper Fisher Jurvetson, Peepul Capital","Series A",4000000,Technology,"Cross channel CRM platform"
2015-08-25,ICustomMadeIt,"Professional Custom creators Marketplace","Professional Custom creators Marketplace",Pune,"Group of Angel Investors","Seed Funding",250000,E-Commerce,"Professional Custom creators Marketplace"
2015-08-26,PickMyLaundry,"on Demand Washing & Dry Cleaning","On Demand Washing & Dry Cleaning Services",Delhi,"GHV Accelerator","Seed Funding",100000,Services,"on Demand Washing & Dry Cleaning"
2015-08-26,Belita,"On Demand Beauty Service",nan,Mumbai,"India Quotient, LetsVenture investors, Lead Angels","Seed Funding",400000,Services,"On Demand Beauty Service"
2015-08-26,FoodTalkIndia,"Online Food Community Platform",nan,Gurugram,"Undisclosed Investor","Seed Funding",500000,"Food and Beverages","Online Food Community Platform"
2015-08-28,Vyomo,"Beauty & Lifestyle Mobile Marketplace","On Demand Beauty Service provider",Bangalore,"Rocket Internet","Series A",2000000,E-Commerce,"Beauty & Lifestyle Mobile Marketplace"
2015-08-28,RollMafia,"QSR Restaurant Chain","Rolls & Biryanis QSR chain",Pune,"Equentia Natural Resources","Seed Funding",160000,"Food and Beverages","QSR Restaurant Chain"
2015-08-31,DropKaffe,"Online Coffee Delivery platform","Ready to Drink Beverage Producer",Bangalore,"Manish Singhal, P39 Capital & Others","Seed Funding",300000,E-Commerce,"Online Coffee Delivery platform"
2015-08-31,Reverie,"Language Localization Cloud platform",nan,Bangalore,"Aspada Investment Advisors, Qualcomm Ventures","Series A",4000000,Technology,"Language Localization Cloud platform"
2015-07-01,CloudcherryAnalytics,"CRM / Analytics platform",nan,Chennai,"The Chennai Angels, IDG Ventures India","Seed Funding",1000000,Technology,"CRM / Analytics platform"
2015-07-01,HandyHome,"Hyperlocal Electronics repair Service",nan,Mumbai,"Bessemer Ventures, Kae Capital","Seed Funding",630000,Services,"Hyperlocal Electronics repair Service"
2015-07-01,NxtGen,"IT infrastructure & Data Center services",nan,Bangalore,"IFC, Axon Partners, Intel Capital","Series A",13500000,Technology,"IT infrastructure & Data Center services"
2015-07-02,BankBazaar,"Online Financial Services","Online Financial Marketplace",Chennai,"Amazon, Fidelity Growth Partners, Mousse Partners","Series C",60000000,Finance,"Online Financial Services"
2015-07-02,Gozoomo,"Used Car Marketplace",nan,Bangalore,"SAIF Partners","Series A",5000000,Automotive,"Used Car Marketplace"
2015-07-02,Zenatix,"Internet of Things platform","IoT Based Energy Monitoring & Control",Gurugram,"Rajan Anandan, Kunal Bahl, Rohit Bansal, Rahul Khanna","Seed Funding",161000,Technology,"Internet of Things platform"
2015-07-03,CultureAlley,"Language Learning App",nan,Jaipur,"Tiger Global","Series A",6500000,Education,"Language Learning App"
2015-07-03,Gingercrush,"Custom Merchandize platform","Personalized Products & Merchandize eTailer",Ahemdabad,"Gokul Jaykrishna, Brand Capital","Seed Funding",1000000,E-Commerce,"Custom Merchandize platform"
2015-07-04,Stitchwood,"Custom Furniture Marketplace","Custom Furniture Online",Mumbai,"Powai Lake Ventures, Ajeet Khurana & others","Seed Funding",395000,E-Commerce,"Custom Furniture Marketplace"
2015-07-06,PaperBoat,"Ethnic Beverages manufacturer",nan,Gurugram,"Sofina, Hillhouse Capital","Series B",30000000,"Food and Beverages","Ethnic Beverages manufacturer"
2015-07-07,Wudstay,"Budget Accommodation aggregator",nan,Gurugram,"Mangroves Capital Partners, Vikas Saxena","Series A",3000000,Other,"Budget Accommodation aggregator"
2015-07-07,LiasesForas,"Real Estate Rating & Analysis",nan,Delhi,"DMG information Asia Pacific","Series A",5000000,"Real Estate","Real Estate Rating & Analysis"
2015-07-08,Saavn,"Music Streaming App","Web/Mobile Music Streaming service",Mumbai,"Tiger Global Management, Bertelsmann India, Steadview Capital, Liberty Media, Mousse Partners, Quilvest","Series C",100000000,Technology,"Music Streaming App"
2015-07-08,Flytxt,"Big Data & Analytics platform","Customer data analytics software","Mumbai / Global","Sunrise Capital GmBH, Big Data Investments B.V","Series A",11000000,Technology,"Big Data & Analytics platform"
2015-07-08,Axtria,"Big Data & Analytics platform",nan,"India / USA","Helion Venture Partners,Amarpreet Sawhney, Deshpande Foundation, Fred Khosravi, Richard S. Braddock","Series C",30000000,Technology,"Big Data & Analytics platform"
2015-07-08,33Coupons,"Coupon Aggregator Platform",nan,Kanpur,"Not Disclosed","Seed Funding",20000,Technology,"Coupon Aggregator Platform"
2015-07-08,HoppingChef,"Online Food Tech Platform",nan,Mumbai,"Mirah Hospitality","Strategic Investment",470000,"Food and Beverages","Online Food Tech Platform"
2015-07-08,Collectabillia,"Celebrity Fashion Brand",nan,Bangalore,"Accel Partners","Series B",7500000,Fashion,"Celebrity Fashion Brand"
2015-07-08,Lendingkart,"Online Finance lending platform","Online Lending Platform",Ahemdabad,"Saama Capital, Mayfield, Ashvin Chadha, Shailesh Mehta","Series A",10000000,Finance,"Online Finance lending platform"
2015-07-08,Lybrate,"Healthcare Mobile App",nan,Delhi,"Tiger Global Management, Ratan Tata, Nexus Venture Partners","Series A",10200000,Healthcare,"Healthcare Mobile App"
2015-07-08,Zoomcar,"Self driven vehicle rental","Self Driven Cab booking platform",Bangalore,"Sequoia Capital, Empire Angels, NGP","Series B",11000000,Other,"Self driven vehicle rental"
2015-07-09,Newsinshorts,"News Aggregator mobile app",nan,Noida,"Tiger Global","Series B",20000000,Technology,"News Aggregator mobile app"
2015-07-09,Bluestone,"Online Jewellery Store","Jewellery Etailer",Bangalore,"IvyCap Ventures, Accel Partners, Dragoneer Investment Group","Private Funding",16200000,E-Commerce,"Online Jewellery Store"
2015-07-01,InfinityAssurance,"Warranty Programs Service Administration",nan,Delhi,"Indian Angel Network","Seed Funding",600000,Services,"Warranty Programs Service Administration"
2015-07-10,FootprintsEducation,"Pre School Chain",nan,Gurugram,"LetsVenture, Kumar Bansal, Kshitij Jain","Seed Funding",685000,Education,"Pre School Chain"
2015-07-10,LoyltyRewards,"Premium Loyalty Rewards Point Management",nan,Mumbai,IndianIdeas.com,"Late Stage",19350000,Other,"Premium Loyalty Rewards Point Management"
2015-07-13,Ameyo,"Contact Center Software Platform",nan,Gurugram,"Forum Synergies PE Fund","Series A",5000000,Technology,"Contact Center Software Platform"
2015-07-13,Mamagoto,"Casual Dining restaurant Chain",nan,Delhi,"Goldman Sachs","Series A",10000000,"Food and Beverages","Casual Dining restaurant Chain"
2015-07-14,MySmartPrice,"Online comparison engine",nan,Hyderabad,"Accel Partners, Helion Venture Partners","Series B",10000000,Technology,"Online comparison engine"
2015-07-14,Boxmyspace,"Physical Storage warehouses","Warehouse Aggregator",Mumbai,"Ritesh Veera Singapore Angel Network Orios Venture Partners","Seed Funding",300000,Other,"Physical Storage warehouses"
2015-07-14,HackerRank,"Tech Recruitment platform",nan,Bangalore,"HR Technology fund","Series C",7500000,Technology,"Tech Recruitment platform"
2015-07-14,WickedRide,"Bike Rental Platform","Online Motorbike And Scooter Rental Platforms",Bangalore,Undisclosed,"Seed Funding",790000,"Transportation and Logistics","Bike Rental Platform"
2015-07-14,WoWexpress,"Tech enabled logistics platform","E commerce Logistics Platform",Mumbai,"Tamarind Family Private Trust","Seed Funding",500000,"Transportation and Logistics","Tech enabled logistics platform"
2015-07-15,OyoRooms,"Budget Hotel Accommodation","Budget Rooms",Gurugram,"Softbank, Sequoia Capital","Series B",100000000,Hospitality,"Budget Hotel Accommodation"
2015-07-15,Mobikon,"Restaurant customer engagement platform","Restaurant & Hotel CRM platform",Pune,"Jungle Ventures","Series B",2300000,"Food and Beverages","Restaurant customer engagement platform"
2015-07-15,Roadrunnr,"Hyper local logistics platform",nan,Bangalore,"Sequoia Capital, Nexus Venture Partners, Blume Ventures","Series A",11000000,"Transportation and Logistics","Hyper local logistics platform"
2015-07-16,Ketto,"Crowd Funding Platform",nan,Mumbai,"Pradyumna Dalmia, Sudhir Rao & Others","Seed Funding",700000,Technology,"Crowd Funding Platform"
2015-07-17,QuikWallet,"F&B sector Mobile Payment platform",nan,Mumbai,"Snow Leopard Technology Ventures","Follow on Funding",1600000,Finance,"F&B sector Mobile Payment platform"
2015-07-17,Omnikart,"Industrial Supplies B2B ecommerce",nan,Mumbai,"Sumit Gandhi, Manish Gandhi","Seed Funding",100000,E-Commerce,"Industrial Supplies B2B ecommerce"
